,Google Places ID,Review Count,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
472,ChIJ9e2Ppy5bwokRdlbviVJFsRQ,1,0.047619047619047616,0.14285714285714285,0.0,0.0,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,0.047619047619047616,0.14285714285714285
473,ChIJ9e5TP3z2wokR6q2jubUXCaY,1,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.10526315789473684,0.0,0.02631578947368421,0.05263157894736842
474,ChIJ9eAoOgRcwokRsYhX-86b4Ic,1,0.0,0.03389830508474576,0.0,0.0,0.03389830508474576,0.05084745762711865,0.1016949152542373,0.03389830508474576,0.01694915254237288,0.03389830508474576
475,ChIJ9etQffVPwokRRzU2kayTEUA,1,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.08333333333333333,0.0,0.08333333333333333
476,ChIJ9fU_g5FZwokRm5toudS3EY4,8,0.013787878787878788,0.029431183985978507,0.010325861353258614,0.0016666666666666668,0.04691192749411927,0.039235159817351595,0.07991570960749042,0.013463170517965039,0.02352451455191181,0.05449967713666344
477,ChIJ9frWhQpZwokR_sXmzHDxGj4,1,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693
478,ChIJ9y7p3vNbwokR99qWtd0s448,1,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.10344827586206896,0.0,0.2413793103448276,0.034482758620689655,0.034482758620689655,0.06896551724137931
479,ChIJA-I1xwVZwokRnoqSwv2dkhg,1,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.07142857142857142,0.0,0.03571428571428571,0.10714285714285714
480,ChIJA-SuZQhFwokRwQsT40Tz6Ws,1,0.030303030303030304,0.0,0.0,0.030303030303030304,0.0,0.06060606060606061,0.09090909090909091,0.0,0.0,0.06060606060606061
481,ChIJA19EJrtYwokR7ph4ehGyB8s,9,0.019603852937186268,0.01662958717494281,0.017278061205709783,0.01505358838692172,0.03601565282715833,0.028696920363587026,0.11121662927388482,0.022325092363852054,0.012315381476948183,0.05740173912552534
482,ChIJA1PcUUxawokRDnfF_Mxhsk0,3,0.0,0.07417027417027416,0.0,0.0,0.07994227994227994,0.0,0.16854256854256855,0.015873015873015872,0.03809523809523809,0.06782106782106782
483,ChIJA1hsG39bwokRR-VJdSy-cUc,1,0.0,0.04838709677419355,0.0,0.0,0.04838709677419355,0.03225806451612903,0.06451612903225806,0.016129032258064516,0.03225806451612903,0.08064516129032258
484,ChIJA45jHFQS04kRNgqAXm-pl9E,1,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.0,0.08333333333333333,0.10416666666666667,0.041666666666666664,0.0,0.020833333333333332
485,ChIJA4yv59tbwokRK55zDc0eAuY,1,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285
486,ChIJA5FUXIJZwokRM5e7Zzwid4s,3,0.0,0.015873015873015872,0.0392156862745098,0.0196078431372549,0.015873015873015872,0.07279321985204339,0.12773827479709832,0.027544351073762838,0.015873015873015872,0.027544351073762838
487,ChIJA5bXMuxYwokRMNcx8Xlk3Pk,1,0.0546875,0.03125,0.0078125,0.015625,0.03125,0.0625,0.046875,0.0234375,0.0234375,0.03125
488,ChIJA5o7FalZwokRfP-Kf9qtUmo,22,0.02751334034520919,0.030060347921886256,0.033776778535249394,0.026064173587774696,0.037190515902292325,0.07481426244794162,0.11708849700313885,0.032019412817657814,0.012690967218227801,0.05715545246865856
